Marque_Modele,VERSION,ENERGIE,Boite_de_vitesse,PUISS_FISCALE,DATE,MALUS,PRIX_Neuf
Peugeot Expert Combi,1.6 BlueHDi 120 EAT8 Compact (Combiné),Diesel,Manuelle,6CV,07/2018,650,29100
Peugeot Partner,1.5 BlueHDi 130 EAT8 GRIP (Fourgon),Diesel,Automatique,5CV,09/2019,150,29100
Peugeot Rifter,Long 1.5 BlueHDi 100 BVM5 GT Line (Combiné),Diesel,Manuelle,5CV,09/2019,0,29100
Renault Mégane Estate,1.3i TCe 140 FAP Business Intens (Break),Essence,Manuelle,7CV,09/2018,260,29100
Renault Trafic,L1H1 1000kg 1.6 dCi 95 GENERIQUE (Fourgon),Diesel,Manuelle,5CV,06/2019,8671,29100
Skoda Scala,1.6 TDI 116 DSG7 Business (5p.),Diesel,Automatique,6CV,03/2019,0,29110
Volkswagen Transporter Tête Motrice,2.0 TDI 102 FAP (Châssis),Diesel,Manuelle,7CV,04/2019,12012,29124
Kia XCeed,1.4l T-GDi 140 BVM6 Active Business (Tout-Terrain),Essence,Manuelle,8CV,07/2019,1504,29140
Citroen C5 AirCross,1.5 BlueHDi 130 BVM6 Live (Tout-Terrain),Diesel,Manuelle,6CV,09/2018,0,29150
Ford Focus,1.5i 150 EcoBoost BVA8 Active (5p.),Essence,Automatique,8CV,11/2018,260,29150
Ford Focus,1.5i 150 EcoBoost BVA8 ST-Line (5p.),Essence,Automatique,8CV,05/2018,540,29150
Renault Kangoo Express,Maxi Grand Volume Z.E. Electrique 60 BVA Confort (Fourgonnette),Électrique,Automatique,7CV,07/2017,-6000,29160
Volkswagen Coccinelle,1.2 TSI 105 BlueMotion Technology DSG7 Couture Exclusive (3p.),Essence,Automatique,6CV,07/2016,280,29160
Volkswagen Golf,1.5 TSI 130 BVM6 Life 1st (5p.),Essence,Manuelle,7CV,02/2020,0,29160
Volkswagen Jetta,2.0 TDI 110 BlueMotion Technology DSG7 ConfortLine Business (3p.),Diesel,Automatique,5CV,06/2015,0,29160
Audi A1 Sportback,35 TFSI 150 S tronic 7 Business line (5p.),Essence,Automatique,7CV,12/2018,100,29170
Fiat Doblo Plateau Cabine,1.6 Multijet 105 PACK USB CLIM (Plateau),Diesel,Manuelle,5CV,08/2019,,29172
Mercedes Citan,111 CDI EXTRA LONG SELECT (Fourgon),Diesel,Manuelle,5CV,07/2019,,29178
Kia Cee'd SW,1.6 CRDi 115 BVM6 GT Line (Break),Diesel,Manuelle,6CV,07/2019,0,29190
Toyota Proace City Verso,Medium 1.2L 130 VVT-i BVA8 Executive (Combiné),Essence,Automatique,7CV,12/2019,210,29190
Mazda 3,1.8 SkyActiv-D 116 BVM6 Style (5p.),Diesel,Manuelle,6CV,12/2018,0,29200
Mazda 3,2.0i SkyActiv-G 122 BVA6 Style (5p.),Essence,Automatique,7CV,12/2018,650,29200
Mini Mini,Cooper S 192 ch (5p.),Essence,Manuelle,11CV,01/2020,1761,29200
Mini Mini,One 102 BVA7 Edition Greenwich (5p.),Essence,Automatique,5CV,09/2019,0,29200
Mini Mini,Cooper 136 ch MINI Yours (3p.),Essence,Manuelle,7CV,01/2020,310,29200
Mini Mini,One 102 ch BVA7 MINI Yours (3p.),Essence,Automatique,5CV,01/2020,330,29200
Peugeot Rifter,1.5 BlueHDi 130 BVM6 Long Allure (Combiné),Diesel,Manuelle,7CV,07/2018,50,29200
Renault Kadjar,1.3i TCe 140 FAP Business (Tout-Terrain),Essence,Manuelle,7CV,07/2019,310,29200
Fiat Doblo Cargo,MAXI 1.6 MULTIJET 120 EVOLUZIONE (Fourgon),Diesel,Manuelle,5CV,01/2020,,29202
Fiat Doblo Cargo,MAXI XL 1.6 MULTIJET 120 PRO LOUNGE (Fourgon),Diesel,Manuelle,5CV,01/2020,,29202
Toyota Hi Lux X-TRA Cabine,2.4 D-4D 150 4WD LECAP (Pick-Up),Diesel,Manuelle,8CV,06/2019,14881,29202
Volkswagen Coccinelle Cabriolet,1.2 TSI 105 BlueMotion Technology DSG7 Origin (Cabriolet),Essence,Automatique,6CV,05/2017,400,29210
Kia Cee'd,1.6 CRDi 136 DCT7 Active Business (5p.),Diesel,Automatique,7CV,08/2018,0,29220
Kia Pro_Cee'd,1.4 T-GDI 140 BVM6 GT Line Business (5p.),Essence,Manuelle,7CV,07/2019,650,29220
Volkswagen Caddy,1.4 TSI 130 DSG7 Beach (Combiné),Essence,Automatique,7CV,10/2018,2205,29230
Volkswagen T-Roc,1.5 TSI 150 BVM6 Lounge Business (Tout-Terrain),Essence,Manuelle,8CV,11/2017,210,29230
Ford Grand Tourneo Connect,1.5 D 120 EcoBlue Connect Titanium (Combiné),Diesel,Manuelle,6CV,05/2018,230,29240
Ford Tourneo Connect,1.5D 100 EcoBlue BVA8 Titanium (Combiné),Diesel,Automatique,5CV,05/2018,540,29240
Toyota Proace City Verso,Medium 1.5L 100 D-4D BVM5 Design (Combiné),Diesel,Manuelle,5CV,12/2019,100,29240
BMW Série 2 Active Tourer,216i Active Tourer 109ch Business Design (Monospace),Essence,Manuelle,6CV,02/2018,400,29250
Citroen Berlingo,Taille XL 1.2i 12V 130 PureTech EAT8 Shine (Combiné),Essence,Automatique,7CV,07/2019,210,29250
Opel Grandland X,1.2i Turbo 130 Edition Business (Tout-Terrain),Essence,Manuelle,7CV,11/2018,125,29250
Peugeot 308 SW,1.2i 130 PureTech BVM6 Allure Business (Break),Essence,Manuelle,6CV,02/2018,0,29250
Toyota Proace Fourgon,Compact 1.5 D-4D 100 BVM6 Active (Fourgon),Diesel,Manuelle,5CV,02/2019,983,29262
Toyota Proace Fourgon,Compact 1.6 D-4D 95 BVM5 Dynamic (Fourgon),Diesel,Manuelle,5CV,02/2018,2544,29262
Opel Combo Cargo,L1H1 (Standard) 1.5D 130 BVA8 PACK BUSINESS (Fourgonnette),Diesel,Automatique,5CV,04/2019,150,29268
Honda Civic,1.0 i-VTEC 126 Exclusive (5p.),Essence,Manuelle,6CV,10/2019,0,29270
Citroen Berlingo,VAN XL 950 1.5 BlueHDi 130 BVM6 Driver (Fourgonnette),Diesel,Manuelle,5CV,09/2018,210,29280
Peugeot Partner,1.5 BlueHDi 130 BVM6 Fourgon Long Asphalt (Fourgon),Diesel,Manuelle,5CV,10/2018,210,29280
Abarth 595,1.4i Turbo 16V T-Jet 180 BVM5 EsseEsse (3p.),Essence,Manuelle,10CV,07/2019,5105,29290
Fiat 500 X,1.6 D MultiJet 120 DCT by Harcourt (Tout-Terrain),Diesel,Automatique,6CV,07/2019,240,29290
Mitsubishi Eclipse Cross,1.5 MIVEC 163 2WD BVM6 Instyle (Tout-Terrain),Essence,Manuelle,9CV,05/2019,6375,29290
Seat Leon ST,1.5 TGI 130 DSG7 Style (Break),GPL,Automatique,6CV,11/2019,0,29290
Toyota Proace City Verso,Long 1.2L 110 VVT-i BVM6 Design (Combiné),Essence,Manuelle,6CV,12/2019,400,29290
Citroen e-Mehari,Electrique 68 BVA Styled by Courreges (Cabriolet),Électrique,Automatique,1CV,11/2017,-6000,29300
Ford Kuga,1.5 EcoBoost 120 4x2 BVM6 Titanium (Tout-Terrain),Essence,Manuelle,6CV,12/2019,540,29300
Mazda CX-30,2.0i SkyActiv-G M Hybrid 122 4x2 BVM6 Business Executive (Tout-Terrain),Essence,Manuelle,6CV,05/2019,190,29300
Opel Astra,1.5 Diesel 122 BVA9 Opel 2020 (5p.),Diesel,Automatique,6CV,12/2019,100,29300
Opel Grandland X,1.5D 130 Edition (Tout-Terrain),Diesel,Manuelle,7CV,11/2018,0,29300
Renault Mégane,1.3i TCe 160 Business Intens (5p.),Essence,Manuelle,8CV,09/2018,400,29300
Renault Mégane,1.5 Blue dCi 115 Intens (5p.),Diesel,Manuelle,6CV,09/2018,0,29300
Toyota C-HR,122h Hybride 120 e-CVT Dynamic (Tout-Terrain),Hybride,Automatique,4CV,04/2018,0,29300
Skoda Karoq,1.0 TSI 116 Drive (Tout-Terrain),Essence,Manuelle,6CV,10/2019,50,29310
Skoda Octavia Combi,1.5 TSI 150 DSG7 Business (Break),Essence,Automatique,8CV,06/2019,0,29320
Toyota Proace City Verso,Medium 1.5L 130 D-4D BVM6 Executive (Combiné),Diesel,Manuelle,7CV,12/2019,150,29340
BMW Série 2 Active Tourer,216i Active Tourer 109ch Lounge (Monospace),Essence,Manuelle,6CV,02/2018,400,29350
Citroen C4 SpaceTourer,1.2i 12V 130 EAT8 Business (Monospace),Essence,Automatique,6CV,09/2019,0,29350
Ford Focus,1.0 EcoBoost 125 BVA8 Active Business (5p.),Essence,Automatique,6CV,10/2019,190,29350
Ford Focus,1.0 EcoBoost 125 BVA8 ST Line Business (5p.),Essence,Automatique,6CV,10/2019,190,29350
Toyota Corolla Société,122h Hybride 98 e-CVT Dynamic Business (5p.),Hybride,Automatique,4CV,10/2018,0,29350
Opel Vivaro,L1 1.5D 100 Pack Clim (Fourgon),Diesel,Manuelle,5CV,03/2019,818,29352
Audi A1 Sportback,30 TFSI 116 BVM6 Design Luxe (5p.),Essence,Manuelle,6CV,09/2018,0,29360
Audi A1 Sportback,25 TFSI 95 S tronic 7 S line (5p.),Essence,Automatique,5CV,09/2019,0,29370
Skoda Scala,1.5 TSI 150 DSG7 Style (5p.),Essence,Automatique,8CV,03/2019,100,29370
Volkswagen Caddy,2.0 TDI 102 DSG6 ConfortLine (Combiné),Diesel,Automatique,6CV,04/2015,2726,29380
Volkswagen Golf Sportsvan,1.0 TSI 115 BVM6 Confortline Business (Monospace),Essence,Manuelle,6CV,03/2019,0,29380
Opel Vivaro Plancher Cabine,L2 (PTAC Augmenté) 2.0 D 120 Essentia (Plancher),Diesel,Manuelle,7CV,03/2019,1761,29388
Citroen Berlingo,1.5 BlueHDi 130 BVM6 Taille XL Shine (Combiné),Diesel,Manuelle,7CV,06/2018,50,29400
Citroen C5 AirCross,1.2i 12V 130 PureTech BVM6 Feel (Tout-Terrain),Essence,Manuelle,7CV,09/2018,230,29400
Ford Focus,2.0 EcoBlue 150 Active (5p.),Diesel,Manuelle,8CV,10/2019,0,29400
Ford Focus,1.5 D 120 EcoBlue Active Business (5p.),Diesel,Manuelle,6CV,05/2019,0,29400
Ford Focus,2.0 EcoBlue 150 ST Line (5p.),Diesel,Manuelle,8CV,10/2019,0,29400
Ford Focus,1.5i 120 EcoBlue ST-Line Business (5p.),Diesel,Manuelle,6CV,05/2018,0,29400
Ford Focus SW,1.5i 150 EcoBoost BVA8 Titanium (Break),Essence,Automatique,8CV,05/2018,260,29400
Jeep Renegade,1.6 l MultiJet 120 ch BVR6 Longitude Business (Tout-Terrain),Diesel,Automatique,6CV,01/2020,190,29400
Mazda 3,2.0i SkyActiv-G 122 BVM6 Inspiration (5p.),Essence,Manuelle,6CV,12/2018,240,29400
Mazda 3,2.0i SkyActiv-G M Hybrid 122 BVM6 Inspiration (4p.),Essence,Manuelle,6CV,04/2019,210,29400
Mercedes Classe A,A 180 136ch BM6 Style Line (5p.),Essence,Manuelle,7CV,06/2018,240,29400
Mini Mini Countryman,1.5i Twin Power Turbo 136 Cooper (Tout-Terrain),Essence,Manuelle,7CV,01/2019,650,29400
Opel Vivaro Combi,L2 1.5 D 120 (Combiné),Diesel,Manuelle,6CV,03/2019,540,29400
Renault Kadjar,1.3 TCe 140 FAP SL Graphite (Tout-Terrain),Essence,Manuelle,7CV,10/2019,310,29400
Ford Transit Connect,L2 1.5 D 120 EcoBlue Fourgon Sport (Fourgon),Diesel,Manuelle,6CV,05/2018,280,29412
Kia Cee'd SW,1.6 CRDi 115 DCT7 Active Business (Break),Diesel,Automatique,6CV,08/2018,0,29420
Skoda Scala,1.6 TDI 116 BVM6 Style (5p.),Diesel,Manuelle,6CV,03/2019,0,29430
Mercedes Citan Tourer,108 CDI Tourer Long Select (Combiné),Diesel,Manuelle,5CV,02/2019,280,29436
Volkswagen Caddy,1.4 TSI 130 Alltrack (Combiné),Essence,Manuelle,7CV,10/2018,3784,29440
Citroen Grand C4 SpaceTourer,1.2i 130 PureTech Feel (Monospace),Essence,Manuelle,7CV,07/2018,125,29450
Ford Focus SW,1.0 EcoBoost 125 Active V (Break),Essence,Manuelle,6CV,10/2019,0,29450
Ford Focus SW,1.5i 182 EcoBoost ST-Line (Break),Essence,Manuelle,10CV,05/2018,230,29450
Honda HR-V,1.5 i-VTEC First Edition (Tout-Terrain),Essence,Manuelle,7CV,04/2019,898,29460
Audi A3 Sportback,30 TFSI 116 Design (5p.),Essence,Manuelle,6CV,07/2018,50,29470
Audi A3 Sportback,30 TFSI 116 Sport (5p.),Essence,Manuelle,6CV,07/2018,50,29470
Audi A3 Berline,35 TFSI COD 150 (4p.),Essence,Manuelle,8CV,09/2018,240,29490
Fiat 500 X,1.6 Multijet 120 DCT Club (Tout-Terrain),Diesel,Manuelle,6CV,09/2019,150,29490
Kia Cee'd SW,1.0 T-GDI 120 BVM6 GT Line Premium (Break),Essence,Manuelle,6CV,07/2019,230,29490
Kia XCeed,1.0l T-GDi 120 BVM6 Launch Edition (Tout-Terrain),Essence,Manuelle,6CV,07/2019,360,29490
Nissan Juke,DIG-T 117 DCT7 Premiere Edition (Tout-Terrain),Essence,Automatique,6CV,09/2019,125,29490
Skoda Karoq,1.5 TSI 150 Ambition (Tout-Terrain),Essence,Manuelle,8CV,06/2019,190,29490
Volkswagen Golf SW,1.5 TSI 130 BVM6 Confortline (Break),Essence,Manuelle,7CV,12/2019,0,29490
Citroen C4 SpaceTourer,1.5 BlueHDi 130 Business (Monospace),Diesel,Manuelle,6CV,06/2018,0,29500
Ford Focus,1.5D 120 EcoBlue BVA8 Active (5p.),Diesel,Automatique,6CV,11/2018,0,29500
Ford Focus,1.5i 120 EcoBlue BVA8 ST-Line (5p.),Diesel,Automatique,6CV,05/2018,0,29500
Mazda CX-30,2.0L SKYACTIV-G M Hybrid 122 ch 4x2 BVM6 Business Executive (Tout-Terrain),Essence,Manuelle,6CV,01/2020,190,29500
Peugeot 308,1.2i 12V 130 PureTech EAT8 Allure (5p.),Essence,Automatique,6CV,07/2019,0,29500
Renault Mégane,1.5 Blue dCi 115 EDC Business (5p.),Diesel,Automatique,6CV,12/2018,0,29500
Renault Mégane,1.3i TCe 140 FAP GT-Line (5p.),Essence,Manuelle,7CV,12/2018,260,29500
Volkswagen Coccinelle,2.0 TDI 150 BlueMotion Technology BVM6 Origin (3p.),Diesel,Manuelle,8CV,05/2017,240,29500
Opel Vivaro,L1 1.5 D 120 Essentia (Fourgon),Diesel,Manuelle,5CV,03/2019,400,29508
Skoda Kamiq,1.6 TDI 116 DSG7 Business (Tout-Terrain),Diesel,Automatique,6CV,07/2019,50,29520
Mercedes Vito Tourer,110 CDI 102 ch Tourer Compact FWD Base (Combiné),Diesel,Manuelle,7CV,09/2019,10980,29534
Ford C-Max,1.5 TDCi 120 Trend Business (Monospace),Diesel,Manuelle,6CV,02/2018,400,29550
Ford Grand C-Max,1.0i 125 EcoBoost Titanium (Monospace),Essence,Manuelle,7CV,02/2018,740,29550
Peugeot 308 SW,1.2i 130 PureTech BVM6 Tech Edition (Break),Essence,Manuelle,6CV,04/2018,0,29550
Peugeot Rifter,1.2i 12V 130 PureTech EAT8 GT Line (Combiné),Essence,Automatique,7CV,09/2019,210,29550
Toyota Corolla,122h Hybride 98 e-CVT Désign (5p.),Hybride,Automatique,4CV,10/2018,0,29550
Toyota Corolla Société,Hybride 122h BVA Dynamic Business (5p.),Hybride,Automatique,5CV,02/2020,0,29550
Toyota Corolla Touring Sports,122h Hybride 98 BVA Dynamic (Break),Hybride,Automatique,4CV,11/2018,0,29550
Volkswagen T-Roc,1.6 TDI 115 BVM6 Lounge (Tout-Terrain),Diesel,Manuelle,6CV,06/2018,0,29550
Volkswagen Golf,1.5 TSI 130 BVM6 Business (5p.),Essence,Manuelle,7CV,02/2020,0,29560
Fiat Doblo Cargo,1.4 GNV T-JET 120 EVOLUZIONE (Fourgon),GPL,Manuelle,5CV,01/2020,,29574
Volkswagen Caddy Maxi,2.0 TDI 102 Confortline (Combiné),Diesel,Manuelle,5CV,12/2018,2049,29580
Fiat 500 X,1.6 D MultiJet 120 DCT S-Design (Tout-Terrain),Diesel,Automatique,6CV,11/2018,240,29590
Kia Cee'd SW,1.6 CRDi 136 DCT7 Active (Break),Diesel,Automatique,7CV,06/2018,0,29590
BMW Série 1,116d 116ch DKG7 (5p.),Diesel,Automatique,6CV,05/2019,0,29600
Mazda CX-30,2.0i SkyActiv-G M Hybrid 122 4x2 BVM6 Style (Tout-Terrain),Essence,Manuelle,6CV,05/2019,190,29600
Mini Mini Countryman,1.5i 102 BVA7 One (Tout-Terrain),Essence,Automatique,6CV,01/2019,360,29600
Peugeot 2008,1.2i 12V 130 EAT8 GT Line (Tout-Terrain),Essence,Automatique,6CV,10/2019,0,29600
Peugeot 308,1.5 BlueHDi 130 BVM6 Allure (5p.),Diesel,Manuelle,6CV,02/2018,0,29600
Peugeot 308,1.2i 130 PureTech BVM6 GT Line (5p.),Essence,Manuelle,6CV,02/2018,0,29600
Renault Mégane,1.5 Blue dCi 115 EDC Limited (5p.),Diesel,Automatique,6CV,12/2018,0,29600
Renault Scénic,1.3i TCe 140 FAP Limited (Monospace),Essence,Manuelle,7CV,07/2019,310,29600
Toyota Hi Lux X-TRA Cabine,2.4 D-4D 150 4WD LECAP (Pick-Up),Diesel,Manuelle,8CV,11/2019,14881,29602
Fiat Talento,1.6D MultiJet 95 1.0 CH1 Pack (Fourgon),Diesel,Manuelle,5CV,06/2016,10980,29622
Citroen Berlingo,VAN XL 950 1.5 BlueHDi 130 EAT8 Club (Fourgonnette),Diesel,Automatique,5CV,09/2018,150,29640
Citroen Berlingo,VAN M 650 1.5 BlueHDi 130 EAT8 Driver (Fourgonnette),Diesel,Automatique,5CV,09/2018,150,29640
Peugeot Partner,1.5 BlueHDi 130 EAT8 Fourgon Long Premium (Fourgon),Diesel,Automatique,5CV,10/2018,150,29640
Peugeot Partner,1.5 BlueHDi 130 EAT8 Fourgon Standard Asphalt (Fourgon),Diesel,Automatique,5CV,10/2018,150,29640
Ford Focus SW,2.0 EcoBlue 150 Titanium (Break),Diesel,Manuelle,7CV,10/2019,0,29650
Jeep Compass,1.4 I MultiAir II 140 BVM6 Basket Series with LNB (Tout-Terrain),Essence,Manuelle,8CV,09/2019,5105,29650
Jeep Compass,1.4 MultiAir II 140 BVM6 Longitude Euro 6 D-Temp (Tout-Terrain),Essence,Manuelle,8CV,09/2018,5105,29650
Opel Mokka X,1.6 CDTI 136 4x2 BVA6 Black Edition (Tout-Terrain),Diesel,Automatique,8CV,11/2018,2370,29650
Toyota Proace Fourgon,Long 1.5L 100 D-4D BVM6 ACTIVE (Fourgon),Diesel,Manuelle,5CV,11/2019,983,29662
Volkswagen Coccinelle Cabriolet,1.4 TSI 150 BlueMotion Technology BVM6 Design (Cabriolet),Essence,Manuelle,8CV,07/2016,1386,29670
Audi Q2,30 TFSI 116 BVM6 Design (Tout-Terrain),Essence,Manuelle,6CV,06/2018,50,29680
Opel Combo Cargo,L1H1 (Augmenté) 1.5D 130 BVA8 PACK BUSINESS (Fourgonnette),Diesel,Automatique,5CV,04/2019,150,29688
Fiat 500 X,1.3 FireFly Turbo T4 150 DCT Ballon d´Or (Tout-Terrain),Essence,Automatique,8CV,11/2019,650,29690
Fiat 500 X,1.6 Multijet 120 DCT Ballon d´Or (Tout-Terrain),Diesel,Automatique,6CV,11/2019,190,29690
Kia Cee'd,1.6 CRDi 115 DCT7 GT Line (5p.),Diesel,Automatique,6CV,07/2019,0,29690
Skoda Octavia Combi,1.5 TSI 150 DSG7 Edition (Break),Essence,Automatique,8CV,06/2019,0,29690
Alfa Romeo Giulietta,1.6 JTDm 120 TCT Super (5p.),Diesel,Automatique,6CV,02/2019,210,29700
DS DS3 CrossBack,1.5 BlueHDi 100 BVM6 Business (5p.),Diesel,Manuelle,5CV,10/2018,0,29700
Jeep Renegade,1.6D MultiJet 120 BVM6 Limited (Tout-Terrain),Diesel,Manuelle,6CV,09/2018,540,29700
Mini Mini,Cooper 136 ch Finition John Cooper Works (3p.),Essence,Manuelle,7CV,01/2020,310,29700
Opel Astra Sports Tourer,1.5 D 122 BVA9 Edition Business (Break),Diesel,Automatique,6CV,07/2019,100,29700
Opel Combo Life,L1H1 1.5 D 130 BVA8 Elegance (Combiné),Diesel,Automatique,7CV,07/2019,150,29700
Peugeot 2008,1.5 BlueHDi 130 EAT8 Allure Business (Tout-Terrain),Diesel,Automatique,6CV,10/2019,0,29700
Peugeot Rifter,1.5 BlueHDi 130 BVM6 Standard GT Line (Combiné),Diesel,Manuelle,7CV,07/2018,50,29700
Renault Mégane,1.5 Blue dCi 115 Business Intens (5p.),Diesel,Manuelle,6CV,09/2018,0,29700
Renault Mégane,1.3i TCe 140 FAP EDC Intens (5p.),Essence,Automatique,7CV,12/2018,400,29700
Renault Scénic,1.3i TCe 140 FAP Business (Monospace),Essence,Manuelle,7CV,07/2019,310,29700
Smart Forfour,Electrique 82 ch BVA Prime (5p.),Électrique,Automatique,1CV,11/2019,-6000,29700
Seat Leon,1.6 TDI 115 Xcellence (5p.),Diesel,Manuelle,6CV,09/2018,0,29740
Skoda Kodiaq,1.5 TSI 150 Active (Tout-Terrain),Essence,Manuelle,8CV,06/2019,450,29740
Fiat Doblo Cargo,MAXI 1.4 GNV T-JET 120 PRO LOUNGE (Fourgon),GPL,Manuelle,5CV,01/2020,,29742
Ford Transit Custom Fourgon,300 L1H1 2.0D 105 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,6CV,11/2017,8671,29748
BMW Série 1,118i 140ch DKG7 (5p.),Essence,Automatique,7CV,05/2019,75,29750
Ford Focus SW,1.5i 120 EcoBlue BVA8 Titanium (Break),Diesel,Automatique,6CV,05/2018,0,29750
Mercedes Classe GLA,GLA 180 122ch Intuition (Tout-Terrain),Essence,Manuelle,7CV,05/2018,3331,29750
Opel Astra,1.5 D 122 BVA9 Elegance (5p.),Diesel,Automatique,6CV,07/2019,100,29750
Peugeot 3008,1.2i 12V 130 PureTech BVM6 Active (Tout-Terrain),Essence,Manuelle,7CV,07/2019,125,29750
Toyota C-HR Société,122h Hybride 120 e-CVT Dynamic Business (Tout-Terrain),Hybride,Automatique,4CV,04/2018,0,29750
Toyota Corolla,Hybride 122h 98 BVA Design (5p.),Hybride,Automatique,4CV,08/2019,0,29750
Toyota Corolla Touring Sports,Hybride 122h 98 BVA Dynamic (Break),Hybride,Automatique,4CV,08/2019,0,29750
Audi A3 Sportback,30 TFSI 116 Business line (5p.),Essence,Manuelle,6CV,07/2018,50,29770
Honda HR-V,1.5 i-VTEC Turbo Sport (Tout-Terrain),Essence,Manuelle,10CV,04/2019,1276,29780
Skoda Kamiq,1.5 TSI 150 DSG7 Style (Tout-Terrain),Essence,Automatique,8CV,07/2019,75,29780
Volkswagen Transporter Tête Motrice,2.0 TDI 114 FAP (Châssis),Diesel,Manuelle,7CV,04/2019,13682,29796
BMW Série 2 Active Tourer,218i Active Tourer 140ch Premiere (Monospace),Essence,Manuelle,7CV,02/2018,400,29800
Jeep Renegade,1.6 l MultiJet 120 BVR6 Opening Edition (Tout-Terrain),Diesel,Automatique,6CV,12/2019,190,29800
Mazda CX-30,2.0L SKYACTIV-G M Hybrid 122 ch 4x2 BVM6 Style (Tout-Terrain),Essence,Manuelle,6CV,01/2020,190,29800
Mini Mini,2.0i Twin Power Turbo 192 Cooper S Chili (3p.),Essence,Manuelle,11CV,05/2018,1761,29800
Opel Insignia Sports Tourer,1.5 Turbo 140 Edition (Break),Essence,Manuelle,7CV,06/2019,330,29800
Peugeot 308,1.5 BlueHDi 130 EAT8 Style (5p.),Diesel,Automatique,6CV,09/2019,0,29800
Renault Kadjar,1.5 Blue dCi 115 Zen - 20 (Tout-Terrain),Diesel,Manuelle,6CV,12/2019,100,29800
Smart Fortwo Cabriolet,Electrique 82 ch BVA Passion (Cabriolet),Électrique,Automatique,1CV,11/2019,-6000,29800
Toyota C-HR,120 hybride 122 ch BVA Dynamic (Tout-Terrain),Hybride,Automatique,4CV,10/2019,0,29800
Volkswagen Scirocco,1.4 TSI 125 Ultimate (Coupé),Essence,Manuelle,7CV,02/2017,400,29800
Volvo V40,1.6i T3 152 Business (5p.),Essence,Manuelle,8CV,04/2018,1761,29800
Volkswagen T-Roc,1.5 TSI 150 DSG7 Lounge (Tout-Terrain),Essence,Automatique,8CV,01/2018,210,29810
Skoda Octavia Combi,2.0 TDI 150 FAP Business (Break),Diesel,Manuelle,8CV,06/2018,0,29820
Toyota Corolla Société,Hybride 122h BVA Dynamic Business (avec support lombaire) (5p.),Hybride,Automatique,5CV,02/2020,0,29820
Toyota Proace Plancher Cabine,Medium 2.0 D-4D 120 Active (Plancher),Diesel,Manuelle,7CV,02/2018,14273,29826
Volkswagen Caddy Maxi,2.0 TDI 150 TrendLine (Combiné),Diesel,Manuelle,8CV,04/2015,2918,29830
Ford Grand Tourneo Connect,1.5D 100 EcoBlue BVA8 Connect Titanium (Combiné),Diesel,Automatique,6CV,05/2018,540,29840
Skoda Kamiq,1.6 TDI 116 Style (Tout-Terrain),Diesel,Manuelle,6CV,07/2019,0,29840
Volvo V40,1.5i T2 122 Geartronic 6 Business (5p.),Essence,Automatique,7CV,04/2018,740,29840
Mercedes Citan Tourer,109 CDI Tourer Long Select (Combiné),Diesel,Manuelle,5CV,02/2019,280,29844
Citroen Grand C4 SpaceTourer,1.2i 12V 130 PureTech Origins (Monospace),Essence,Manuelle,7CV,01/2019,125,29850
Hyundai Ioniq,Hybrid 141 BVA Business (5p.),Hybride,Automatique,5CV,06/2019,0,29850
Hyundai Tucson,1.6 CRDi 115 hybrid 48V Intuitive (Tout-Terrain),Diesel,Manuelle,6CV,01/2020,50,29850
Volkswagen Golf Sportsvan,1.5 TSI 130 BVM6 Confortline (Monospace),Essence,Manuelle,7CV,12/2019,0,29850
Seat Leon ST,1.5 TGI 130 DSG7 Style Business (Break),GPL,Automatique,6CV,11/2019,0,29860
Toyota Proace Fourgon,Medium 1.5 D-4D 100 BVM6 Active (Fourgon),Diesel,Manuelle,5CV,02/2019,983,29862
Toyota Proace Fourgon,Medium 1.6 D-4D 95 BVM5 Dynamic (Fourgon),Diesel,Manuelle,5CV,02/2018,2544,29862
Skoda Scala,1.5 TSI 150 ch BVM6 Monte-Carlo (5p.),Essence,Manuelle,8CV,01/2020,0,29870
Citroen Berlingo Cabine Approfondie,XL BlueHDI 130 EAT8 CONTROL (Fourgonnette),Diesel,Automatique,5CV,01/2020,150,29880
Citroen Jumpy,XS 1.5 BlueHDi 120 BVM6 CONTROL 300 NM (Fourgon),Diesel,Manuelle,5CV,04/2019,310,29880
Honda Civic,1.5 i-VTEC 182 Sport (5p.),Essence,Manuelle,10CV,04/2019,400,29880
Peugeot Expert,Compact (Fourgon Tolé) 1.5 BlueHDi 120 EAT8 PRO (Fourgon),Diesel,Manuelle,5CV,04/2019,310,29880
Peugeot Partner Cabine Approfondie,1.5 BlueHDi 130 EAT8 (Fourgon),Diesel,Automatique,5CV,02/2020,150,29880
Fiat Doblo Cargo Cabine Approfondie,1.3 MULTIJET 95 PRO LOUNGE (Fourgon),Diesel,Manuelle,4CV,01/2020,,29886
Seat Leon ST,1.5 TSI 150 ACT BVM6 FR (Break),Essence,Manuelle,7CV,11/2019,0,29890
Seat Leon ST,1.5 TSI 150 ACT BVM6 Xcellence (Break),Essence,Manuelle,7CV,11/2019,0,29890
Volkswagen Polo,2.0 TSI 200 DSG6 GTI (5p.),Essence,Automatique,11CV,09/2018,898,29890
Jeep Renegade,1.6D MultiJet 120 BVR6 Brooklyn Edition (Tout-Terrain),Diesel,Automatique,6CV,11/2018,540,29900
